Unnamed: 0,Unnamed: 0.1,id,sequence,time,user_id,time_min,min,places,seq_list,user_duration_mean,user_duration_std,diff_mean,trimmed,trimmed_cnt,durations
40,40,20090531092136,--Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021-Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004-Mx0001Mx0001Mx0001---Sm0001--,2:33:00,0,0 days 02:33:00,153,"['Rx0021', 'Ux0004', 'Mx0001', 'Sm0001']","['Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Mx0001', 'Mx0001', 'Mx0001', 'Sm0001']",394.7741935483871,255.26812771677453,-241.77419354838707,"['Rx0021', 'Ux0004', 'Mx0001', 'Sm0001']",4,"[7, 26, 3, 1]"
41,41,20090602035536,----Sx0033Sx0033Sx0033Sx0033Sx0033Sx0033Sx0033Rx0025Rx0025Rx0025Rx0025Rx0025-------Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Sx0001Sx0001--Ux0038Ux0038Ux0038Ux0038-------Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043------Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Sx0044Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Rx0239Rx0239Rx0239Rx0239Cx0001Cx0001Cx0001Cx0001----,6:28:00,0,0 days 06:28:00,388,"['Sx0033', 'Rx0025', 'Ux0004', 'Sx0001', 'Ux0038', 'Sx0043', 'Sx0044', 'Rx0239', 'Cx0001']","['Sx0033', 'Sx0033', 'Sx0033', 'Sx0033', 'Sx0033', 'Sx0033', 'Sx0033', 'Rx0025', 'Rx0025', 'Rx0025', 'Rx0025', 'Rx0025', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Sx0001', 'Sx0001', 'Ux0038', 'Ux0038', 'Ux0038', 'Ux0038', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Sx0044', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Rx0239', 'Rx0239', 'Rx0239', 'Rx0239', 'Cx0001', 'Cx0001', 'Cx0001', 'Cx0001']",394.7741935483871,255.26812771677453,-6.774193548387075,"['Sx0033', 'Rx0025', 'Ux0004', 'Sx0001', 'Ux0038', 'Sx0043', 'Sx0044', 'Ux0004', 'Rx0239', 'Cx0001']",10,"[7, 5, 6, 2, 4, 35, 42, 14, 4, 4]"
42,42,20090602185307,----Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040--Sx0248Sx0248Sx0248--Rx0040Rx0040Rx0040------------,0:57:00,0,0 days 00:57:00,57,"['Rx0040', 'Sx0248']","['Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Sx0248', 'Sx0248', 'Sx0248', 'Rx0040', 'Rx0040', 'Rx0040']",394.7741935483871,255.26812771677453,-337.7741935483871,"['Rx0040', 'Sx0248', 'Rx0040']",3,"[8, 3, 3]"
43,43,20090603064302,--Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001Sx0001----Rx0004Rx0004----Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004-------------------Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045----Rx0313------,9:46:00,0,0 days 09:46:00,586,"['Sx0001', 'Rx0004', 'Sx0045', 'Rx0313']","['Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Sx0001', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Rx0313']",394.7741935483871,255.26812771677453,191.22580645161293,"['Sx0001', 'Rx0004', 'Sx0045', 'Rx0313']",4,"[84, 8, 46, 1]"
44,44,20090605012707,--------------------Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035Sx0035--Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004----St0004--------------,4:47:00,0,0 days 04:47:00,287,"['Sx0035', 'Rx0004', 'St0004']","['Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Sx0035', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'St0004']",394.7741935483871,255.26812771677453,-107.77419354838707,"['Sx0035', 'Rx0004', 'St0004']",3,"[40, 15, 1]"
45,45,20090606103438,-----Ux0016Ux0016--Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040Rx0040----Ux0004--Rx0040Rx0040-Sx0046Sx0046--Rx0021Rx0021Rx0021Rx0021--,2:37:00,0,0 days 02:37:00,157,"['Ux0016', 'Rx0040', 'Ux0004', 'Sx0046', 'Rx0021']","['Ux0016', 'Ux0016', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Rx0040', 'Ux0004', 'Rx0040', 'Rx0040', 'Sx0046', 'Sx0046', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021']",394.7741935483871,255.26812771677453,-237.77419354838707,"['Ux0016', 'Rx0040', 'Ux0004', 'Rx0040', 'Sx0046', 'Rx0021']",6,"[2, 10, 1, 2, 2, 4]"
46,46,20090607075255,----Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004-----Lx0005Lx0005Rx0006Rx0006----Rx0064--Rx0064--Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021Rx0021------,1:50:00,0,0 days 01:50:00,110,"['Ux0004', 'Lx0005', 'Rx0006', 'Rx0064', 'Rx0021']","['Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Lx0005', 'Lx0005', 'Rx0006', 'Rx0006', 'Rx0064', 'Rx0064', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021', 'Rx0021']",394.7741935483871,255.26812771677453,-284.7741935483871,"['Ux0004', 'Lx0005', 'Rx0006', 'Rx0064', 'Rx0021']",5,"[12, 2, 2, 2, 14]"
47,47,20090609002030,---Ux0009Ux0009------------Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047Sx0047----------Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004------Kx0002Kx0002Kx0002Kx0002Kx0002Kx0002Kx0002Kx0002------Sx0013Sx0013Sx0048Sx0048Sx0048Sx0048Sx0048Sx0048Sx0048------Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043Sx0043--------Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004Rx0004--Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Ux0013Cx0001Cx0001Cx0001------Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004Ux0004----,17:22:00,0,0 days 17:22:00,1042,"['Ux0009', 'Sx0047', 'Ux0004', 'Kx0002', 'Sx0013', 'Sx0048', 'Sx0043', 'Rx0004', 'Ux0013', 'Cx0001']","['Ux0009', 'Ux0009', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Sx0047', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Kx0002', 'Kx0002', 'Kx0002', 'Kx0002', 'Kx0002', 'Kx0002', 'Kx0002', 'Kx0002', 'Sx0013', 'Sx0013', 'Sx0048', 'Sx0048', 'Sx0048', 'Sx0048', 'Sx0048', 'Sx0048', 'Sx0048', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Sx0043', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Rx0004', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Ux0013', 'Cx0001', 'Cx0001', 'Cx0001', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004', 'Ux0004']",394.7741935483871,255.26812771677453,647.2258064516129,"['Ux0009', 'Sx0047', 'Ux0004', 'Kx0002', 'Sx0013', 'Sx0048', 'Sx0043', 'Rx0004', 'Ux0013', 'Cx0001', 'Ux0004']",11,"[2, 48, 16, 8, 2, 7, 26, 10, 72, 3, 31]"
48,48,20090610223636,------Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045Sx0045-Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007Ux0007------Rx0184Rx0030--Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026Rx0026----Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002Qx0002------Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049Sx0049--Rx0065Rx0065Rx0065Rx0065Rx0065Rx0065Rx0065Rx0065----Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Rx0066Lx0011----Sx0050----,10:02:00,0,0 days 10:02:00,602,"['Sx0045', 'Ux0007', 'Rx0184', 'Rx0030', 'Rx0026', 'Qx0002', 'Sx0049', 'Rx0065', 'Rx0066', 'Lx0011', 'Sx0050']","['Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Sx0045', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Ux0007', 'Rx0184', 'Rx0030', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Rx0026', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Qx0002', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Sx0049', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0065', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Rx0066', 'Lx0011', 'Sx0050']",394.7741935483871,255.26812771677453,207.22580645161293,"['Sx0045', 'Ux0007', 'Rx0184', 'Rx0030', 'Rx0026', 'Qx0002', 'Sx0049', 'Rx0065', 'Rx0066', 'Lx0011', 'Sx0050']",11,"[18, 18, 1, 1, 24, 62, 25, 8, 14, 1, 1]"
49,49,20090613011438,-Ux0007-------------------------Ta0011----------------------------Ta0012Ta0012Ta0012Ta0012Ta0012----------Ta0013Ta0013-Ta0011Xx0003------Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067Rx0067----,11:34:00,0,0 days 11:34:00,694,"['Ux0007', 'Ta0011', 'Ta0012', 'Ta0013', 'Xx0003', 'Rx0067']","['Ux0007', 'Ta0011', 'Ta0012', 'Ta0012', 'Ta0012', 'Ta0012', 'Ta0012', 'Ta0013', 'Ta0013', 'Ta0011', 'Xx0003', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067', 'Rx0067']",394.7741935483871,255.26812771677453,299.2258064516129,"['Ux0007', 'Ta0011', 'Ta0012', 'Ta0013', 'Ta0011', 'Xx0003', 'Rx0067']",7,"[1, 1, 5, 2, 1, 1, 29]"
